cdc_id,title,landing_page,PID,metadata_title,authors,publication_date,raw_date,abstract,subjects,keywords,journal,document_type,publisher,publisher_place,rights,rights_statement,download_url,language,screening_status,prevention_score,treatment_score,screening_reason
26463,"Blood Glucose Screening Rates Among Minnesota Adults With Hypertension, Behavioral Risk Factor Surveillance System, 2011",https://stacks.cdc.gov/view/cdc/26463,cdc:26463,"Blood Glucose Screening Rates Among Minnesota Adults With Hypertension, Behavioral Risk Factor Surveillance System, 2011","Kidney\, Renée S.M.,Peacock\, James M.,Smith\, Steven A.",,Nov 26 2014,"Introduction,Many US adults have multiple chronic conditions\, and hypertension and diabetes are among the most common dyads. Diabetes and prediabetes prevalence are increasing\, and both conditions negatively affect cardiovascular health. Early diagnosis and treatment of diabetes and prediabetes can benefit people with hypertension by preventing cardiovascular complications.,Methods,We analyzed 2011 Minnesota Behavioral Risk Factor Surveillance System data to describe the proportion of adults with hypertension screened for diabetes according to US Preventive Services Task Force Recommendations for blood glucose testing. Covariates associated with lower odds of recent screening among adults without diabetes were determined using weighted logistic regression.,Results,Of Minnesota adults with self-reported hypertension\, 19.6% had a diagnosis of diabetes and 10.7% had a diagnosis of prediabetes. Nearly one-third of adults with hypertension without diabetes had not received blood glucose screening in the past 3 years. Factors associated with greater odds of not being screened in multivariable models included being aged 18 to 44 years (adjusted odds ratio [AOR]\, 1.77; 95% confidence interval [CI]\, 1.23–2.55); being nonobese\, with stronger effects for normal body mass index; having no check-up in the past 2 years (AOR\, 2.49; 95% CI\, 1.49–4.17); having hypertension treated with medication (AOR\, 2.01; 95% CI\, 1.49–2.71); and completing less than a college degree (AOR\, 1.45; 95% CI\, 1.14–1.84). Excluding respondents with prediabetes or those not receiving a check-up did not change the results.,Conclusions,Failure to screen among providers and failure to understand the importance of screening among individuals with hypertension may mean missed opportunities for early detection\, clinical management\, and prevention of diabetes.","Original Research,Adolescent,Adult,Behavioral Risk Factor Surveillance System,Blood Glucose,Diabetes Mellitus\, Type 2,Humans,Hypertension,Young Adult","Adolescent,Adult,Behavioral Risk Factor Surveillance System,Blood Glucose,Diabetes Mellitus\, Type 2,Humans,Hypertension,Original Research,Young Adult",Preventing Chronic Disease (PCD),,,,,,,eng,Include,7,0,"Strong prevention terms: prediabetes | Other prevention terms: risk factor, screening"
21008,"Gestational Age, Infant Birth Weight, and Subsequent Risk of Type 2 Diabetes in Mothers: Nurses’ Health Study II",https://stacks.cdc.gov/view/cdc/21008,cdc:21008,"Gestational Age, Infant Birth Weight, and Subsequent Risk of Type 2 Diabetes in Mothers: Nurses’ Health Study II","James-Todd\, Tamarra M.,Karumanchi\, S. Ananth,Hibert\, Eileen L.,Mason\, Susan M.,Vadnais\, Mary A.,Hu\, Frank B.,Rich-Edwards\, Janet W.",,Sep 19 2013,"Introduction,Women with a history of gestational diabetes mellitus (GDM) are at higher risk of developing type 2 diabetes (T2DM); however\, little is known about the association between other common pregnancy complications (eg\, preterm birth\, macrosomia) and T2DM risk. We examined the associations between first-pregnancy preterm\, post term birth\, low birth weight\, and macrosomia with subsequent risk of T2DM.,Methods,We conducted a prospective cohort study of Nurses’ Health Study II (NHSII) participants; 51\,728 women in the study had a single live birth and complete pregnancy history. NHSII confirmed incident diabetes mellitus through supplemental questionnaires. Participants were followed from year of first birth until 2005. We defined gestational age as very preterm (20 to ≤32 weeks)\, moderate preterm (33 to ≤37 weeks)\, term (38 to ≤42 weeks)\, and post term (≥43 weeks). We defined low birth weight as an infant born at term weighing less than 5.5 pounds\, and we defined macrosomia as an infant born at term weighing 10 pounds or more. We used Cox proportional hazards models\, adjusting for potential confounders.,Results,Women with a very preterm birth (2%) had an increased T2DM risk (adjusted hazard ratio\, 1.34; 95% confidence interval [CI]\, 1.05–1.71). This increased risk emerged in the decade following pregnancy. Macrosomia (1.5%) was associated with a 1.61 increased T2DM risk\, after adjusting for risk factors\, including GDM (95% CI\, 1.24–2.08). This association was apparent within the first 5 years after pregnancy. Moderate preterm and term low birth weight did not significantly increase the risk of T2DM over the 35-year follow-up time.,Conclusion,Women who experienced a very preterm birth or had an infant that weighed 10 pounds or more may benefit from lifestyle intervention to reduce T2DM risk. If replicated\, these findings could lead to a reduced risk of T2DM through improved primary care for women experiencing a preterm birth or an infant of nonnormal birth weight.","Birth Weight,Diabetes Mellitus\, Type 2,Female,Gestational Age,Humans,Infant,Pregnancy,Risk Factors","Birth Weight,Diabetes Mellitus\, Type 2,Female,Gestational Age,Humans,Infant,Pregnancy,Risk Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Include,6,0,"Strong prevention terms: lifestyle intervention | Other prevention terms: risk factor, lifestyle"
20206,Translating a Community-Based Motivational Support Program to Increase Physical Activity Among Older Adults With Diabetes at Community Clinics: A Pilot Study of Physical Activity for a Lifetime of Success (PALS),https://stacks.cdc.gov/view/cdc/20206,cdc:20206,Translating a Community-Based Motivational Support Program to Increase Physical Activity Among Older Adults With Diabetes at Community Clinics: A Pilot Study of Physical Activity for a Lifetime of Success (PALS),"Phelan\, Elizabeth A,Batik\, Odette,Walwick\, Julie A,Wang\, Grace,LoGerfo\, James P",,Dec 15 2007,"Background,Regular physical activity is an important goal for elders with chronic health conditions.,Context,This report describes Physical Activity for a Lifetime of Success (PALS)\, an attempt to translate a motivational support program for physical activity\, Active Choices\, for use by a group of diverse\, low-income\, community-dwelling elders with diabetes.,Methods,PALS linked physical activity assessment and brief counseling by primary care providers with a structured referral to a community-based motivational telephone support program delivered by older adult volunteers. People with diabetes aged 65 years or older who were receiving care at two community clinics were randomized to receive either immediate or delayed intervention. The main intended outcome measure was physical activity level; the secondary outcome measure was mean hemoglobin A1c.,Consequences,One-third of those offered referral to the PALS program in the clinic setting declined. Another 44% subsequently declined enrollment or were unreachable by the support center. Only 14 (21%) of those offered referral enrolled in the program. Among these 14\, the percentage who were sufficiently active was higher at follow-up than at enrollment\, though not significantly so. Using an intent-to-treat analysis\, which included all randomized clinic patients\, we found no significant change in mean hemoglobin A1c for the intervention group compared with controls.,Interpretation,A community-based referral and support program to increase physical activity among elderly\, ethnically diverse\, low-income people with diabetes\, many of whom are not English-speaking\, may be thwarted by unforeseen barriers. Those who enroll and participate in the PALS program appear to increase their level of physical activity.","Community Case Study,Aged,Aging,Community Health Centers,Diabetes Mellitus\, Type 2,Female,Health Promotion,Humans,Intervention Studies,Life Expectancy,Male,Motivation,Motor Activity,Outcome Assessment (Health Care),Pilot Projects,Preventive Health Services,Program Development,Program Evaluation,Quality of Life,Social Support,Socioeconomic Factors","Aged,Aging,Community Case Study,Community Health Centers,Diabetes Mellitus\, Type 2,Female,Health Promotion,Humans,Intervention Studies,Life Expectancy,Male,Motivation,Motor Activity,Outcome Assessment (Health Care),Pilot Projects,Preventive Health Services,Program Development,Program Evaluation,Quality of Life,Social Support,Socioeconomic Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Include,6,0,"Other prevention terms: physical activity, referral, health promotion"
20117,"Mexican Americans With Type 2 Diabetes: Perspectives on Definitions, Motivators, and Programs of Physical Activity",https://stacks.cdc.gov/view/cdc/20117,cdc:20117,"Mexican Americans With Type 2 Diabetes: Perspectives on Definitions, Motivators, and Programs of Physical Activity","Mier\, Nelda,Medina\, Alvaro A,Ory\, Marcia G",,Mar 15 2007,"Introduction,Research documents that Mexican Americans bear excess health risk because of physical inactivity and have higher morbidity and mortality rates from chronic diseases than do other ethnic groups. Factors influencing physical activity in this minority population\, however\, are not well understood. This study examines perceptions of physical activity in a population of Mexican Americans who have type 2 diabetes and live in the Texas-Mexico border region and identifies motivators and barriers to physical activity in this group.,Methods,This study used a qualitative research design and employed six focus groups comprising 39 Mexican Americans with type 2 diabetes who live in the Texas–Mexico border region. A team of bilingual Mexican American researchers systematically reviewed and analyzed focus group data by means of qualitative data analysis software. The study was conducted during 2005–2006.,Results,Most participants considered physical activity to be related not only to exercise but also to occupational and home activities. Walking was the preferred type of activity. Motivators to physical activity included family support and the sense of well-being derived from physical activity. Barriers to physical activity included individual and environmental factors\, such as lack of time\, physical pain\, depression\, being overweight\, unsafe neighborhoods\, and lack of facilities. Participants suggested that the ideal intervention would be low in cost\, family-based\, close to home\, and led by bilingual instructors.,Conclusion,Health promotion efforts to prevent or reduce the effects of chronic disease among Mexican Americans with type 2 diabetes in the Texas–Mexico border region should focus on implementing neighborhood-based\, family-oriented walking interventions.","Original Research,Adult,Diabetes Mellitus\, Type 2,Female,Focus Groups,Humans,Male,Mexican Americans,Middle Aged,Motivation,Motor Activity,Prevalence,Risk Factors","Adult,Diabetes Mellitus\, Type 2,Female,Focus Groups,Humans,Male,Mexican Americans,Middle Aged,Motivation,Motor Activity,Original Research,Prevalence,Risk Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Include,6,0,"Other prevention terms: risk factor, physical activity, overweight, health promotion"
20102,Modifiable Risk Factors for Developing Diabetes Among Women With Previous Gestational Diabetes,https://stacks.cdc.gov/view/cdc/20102,cdc:20102,Modifiable Risk Factors for Developing Diabetes Among Women With Previous Gestational Diabetes,"Yun\, Shumei,Kabeer\, Nisreen H,Zhu\, Bao-Ping,Brownson\, Ross C",,Dec 15 2006,"Introduction,Gestational diabetes mellitus (GDM) affects approximately 2% to 4% of all pregnant women in the United States each year. Women who have had GDM are at high risk for developing nongestational diabetes. The objective of this study was to assess the prevalence of modifiable risk factors for developing diabetes among women with previous GDM only.,Methods,Cross-sectional data for nonpregnant women from the 2003 Behavioral Risk Factor Surveillance System were used to estimate and compare the prevalence of modifiable risk factors among three groups: nonpregnant women with previous GDM only\, nonpregnant women with current diabetes\, and nonpregnant women without diabetes.,Results,In 2003\, 7.6% of nonpregnant women aged 18 years and older in the United States had current self-reported physician-diagnosed diabetes\, and 1.5% had previous GDM only. Compared with women without diabetes\, women with previous GDM only had higher prevalence of no leisure-time physical activity (32.0% vs 25.7%)\, overweight (62.2% vs 49.0%)\, and obesity (29.4% vs 20.0%). After adjusting for sociodemographic variables\, women with previous GDM only were more likely to have no leisure-time physical activity (prevalence odds ratio [POR]\, 1.4; 95% confidence interval [CI]\, 1.2–1.7) and more likely to be overweight (POR\, 1.8; 95% CI\, 1.6–2.2) or obese (POR\, 1.7; 95% CI\, 1.4–2.1)\, compared with women with no diabetes.,Conclusion,Women with previous GDM are more likely to have modifiable risk factors for developing diabetes than women without diabetes. More attention to this issue is needed from health care providers and public health officials to encourage the promotion of healthy lifestyles during and after pregnancy.","Adolescent,Adult,Aged,Cross-Sectional Studies,Diabetes Mellitus\, Type 2,Diabetes\, Gestational,Female,Humans,Middle Aged,Motor Activity,Overweight,Pregnancy,Risk Factors","Adolescent,Adult,Aged,Cross-Sectional Studies,Diabetes Mellitus\, Type 2,Diabetes\, Gestational,Female,Humans,Middle Aged,Motor Activity,Overweight,Pregnancy,Risk Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Include,6,0,"Other prevention terms: risk factor, physical activity, obesity, overweight, lifestyle"
113215,Type 2 Diabetes Among Filipino American Adults in the Multiethnic Cohort,https://stacks.cdc.gov/view/cdc/113215,cdc:113215,Type 2 Diabetes Among Filipino American Adults in the Multiethnic Cohort,"Raquinio\, Phyllis Aira Sheer H.,Maskarinec\, Gertraud,Dela Cruz\, Rica,Setiawan\, Veronica W.,Kristal\, Bruce S.,Wilkens\, Lynne R.,Le Marchand\, Loïc",,11 24 2021,"Introduction,Several Asian racial and ethnic groups\, including individuals of Filipino ancestry\, are at higher risk of developing type 2 diabetes than White individuals\, despite their lower body mass index (BMI). This study examined determinants of type 2 diabetes among Filipino American adults in the Multiethnic Cohort Study.,Methods,Participants in Hawaii and Los Angeles completed questionnaires on demographics\, diet\, and anthropometrics. Generational status was determined according to birthplace of participants and their parents. Based on self-reported data and data on medications\, type 2 diabetes status was classified as no\, prevalent\, or incident. We used polytomous logistic regression\, while adjusting for confounders\, to obtain odds ratios.,Results,Among 10\,681 Multiethnic Cohort Study participants reporting any Filipino ancestry\, 57% were 1st-\, 17% were 2nd-\, and 25% were 3rd-generation Filipino Americans. Overall\, 13% and 17% of participants had a prevalent or incident type 2 diabetes diagnosis. Overweight and obesity and the presence of other risk factors increased from the 1st to subsequent generations. First-generation immigrants were less likely to report type 2 diabetes at cohort entry than immigrants of subsequent generations who were born in the US or whose parents were born in the US; only the prevalence of type 2 diabetes was significantly elevated in the 2nd generation compared with the 1st generation.,Conclusion,The results support the hypothesis that Filipino migrants adopt lifestyle factors of the host country and subsequent generations experience higher type 2 diabetes rates due to changes in risk factor patterns.","Original Research,Adult,Asian,Body Mass Index,Cohort Studies,Diabetes Mellitus\, Type 2,Humans,White People","Adult,Asian,Body Mass Index,Cohort Studies,Diabetes Mellitus\, Type 2,Humans,Original Research,White People",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,0,"Other prevention terms: risk factor, diet, obesity, overweight, lifestyle"
49460,"Using Geographical Convergence of Obesity, Cardiovascular Disease, and Type 2 Diabetes at the Neighborhood Level to Inform Policy and Practice",https://stacks.cdc.gov/view/cdc/49460,cdc:49460,"Using Geographical Convergence of Obesity, Cardiovascular Disease, and Type 2 Diabetes at the Neighborhood Level to Inform Policy and Practice","Smurthwaite\, Kayla,Bagheri\, Nasser",,Oct 12 2017,"Introduction,Chronic diseases are increasing across the world. Examination of local geographic variation in chronic disease patterns can enable policy makers to identify inequalities in health outcomes and tailor effective interventions to communities at higher risk. Our study aimed to determine the geographic variation of obesity\, cardiovascular disease (CVD)\, and type 2 diabetes\, using general practice clinical data. Further objectives included identifying regions of significantly high and low clusters of these conditions and assessing their association with sociodemographic characteristics.,Methods,A cross-sectional approach was used to determine the prevalence of obesity\, CVD\, and type 2 diabetes in western Adelaide\, Australia. The Getis-Ord Gi* method was used to identify significant hot spots of the conditions. Additionally\, we used the Pearson correlation test to determine the association between disease clusters and risk factors\, including socioeconomic status (SES)\, smoking history\, and alcohol consumption.,Results,The spatial distribution of obesity\, CVD\, and type 2 diabetes varied across communities. Hot spots of these conditions converged in 3 locations across western Adelaide. An inverse relationship was observed between area-level prevalence of CVD\, obesity\, and type 2 diabetes with SES.,Conclusion,Identification of significant disease clusters can help policy makers to target prevention strategies at the right people\, in the right location. The approach taken in our study can be applied to identify clusters of other chronic diseases across the world\, wherever researchers have access to clinical data.","Adult,Age Distribution,Aged,Cardiovascular Diseases,Cluster Analysis,Cross-Sectional Studies,Diabetes Mellitus\, Type 2,Female,Geographic Mapping,Humans,Male,Middle Aged,Obesity,Prevalence,Residence Characteristics,Risk Factors,Social Class","Adult,Age Distribution,Aged,Cardiovascular Diseases,Cluster Analysis,Cross-Sectional Studies,Diabetes Mellitus\, Type 2,Female,Geographic Mapping,Humans,Male,Middle Aged,Obesity,Prevalence,Residence Characteristics,Risk Factors,Social Class",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,0,"Other prevention terms: risk factor, obesity, prevention strategies"
40762,"Using Qualitative Methods to Understand Physical Activity and Weight Management Among Bangladeshis in New York City, 2013",https://stacks.cdc.gov/view/cdc/40762,cdc:40762,"Using Qualitative Methods to Understand Physical Activity and Weight Management Among Bangladeshis in New York City, 2013","Riley\, Lindsey,Mili\, Saima,Trinh-Shevrin\, Chau,Islam\, Nadia",,Jul 07 2016,"Introduction,South Asians experience high rates of cardiovascular disease and type 2 diabetes\, coupled with low rates of reported physical activity. We report findings from a qualitative sub-study that was conducted in 2013 among Bangladeshi immigrants in New York City to understand factors that affect physical activity practices and weight management in this community.,Methods,Qualitative study participants were recruited from community-based settings. Sex-specific focus groups were conducted by trained community health workers. Proceedings were audio-recorded for translation and transcription and coded using a constant comparative approach. Data were coded using Atlas.ti software.,Results,Six focus groups were completed with a final sample of 67 participants (63% male\, 37% female). Mean participant age was 42 years; mean years of residence in the United States was 12. Key themes that emerged were beliefs about modesty and sex-separated facilities that may prevent women from engaging in physical activity. Distinctions were made between men and women about what constitutes exercise versus physical activity; religious prayer was considered to be health-promoting because of the movement involved. Other important themes that emerged were cultural dietary practices and evolving conceptions of healthy weight.,Conclusion,Tailored interventions that take into account the cultural context of this growing community are needed. Findings may also provide insight into barriers to health promotion experienced by other US Muslim communities\, which are growing rapidly.","Adolescent,Adult,Aged,Body Weight Maintenance,Cardiovascular Diseases,Community Participation,Cultural Competency,Diabetes Mellitus\, Type 2,Emigrants and Immigrants,Exercise,Female,Focus Groups,Health Knowledge\, Attitudes\, Practice,Health Promotion,Humans,Male,Middle Aged,Qualitative Research,Socioeconomic Factors,Young Adult","Adolescent,Adult,Aged,Body Weight Maintenance,Cardiovascular Diseases,Community Participation,Cultural Competency,Diabetes Mellitus\, Type 2,Emigrants and Immigrants,Exercise,Female,Focus Groups,Health Knowledge\, Attitudes\, Practice,Health Promotion,Humans,Male,Middle Aged,Qualitative Research,Socioeconomic Factors,Young Adult",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,0,"Other prevention terms: physical activity, diet, health promotion"
24740,"The Geography of Diabetes by Census Tract in a Large Sample of Insured Adults in King County, Washington, 2005–2006",https://stacks.cdc.gov/view/cdc/24740,cdc:24740,"The Geography of Diabetes by Census Tract in a Large Sample of Insured Adults in King County, Washington, 2005–2006","Drewnowski\, Adam,Rehm\, Colin D.,Moudon\, Anne V.,Arterburn\, David",,Jul 24 2014,"Introduction,Identifying areas of high diabetes prevalence can have an impact on public health prevention and intervention programs. Local health practitioners and public health agencies lack small-area data on obesity and diabetes.,Methods,Clinical data from the Group Health Cooperative health care system were used to estimate diabetes prevalence among 59\,767 adults by census tract. Area-based measures of socioeconomic status and the Modified Retail Food Environment Index were obtained at the census-tract level in King County\, Washington. Spatial analyses and regression models were used to assess the relationship between census tract–level diabetes and area-based socioeconomic status and food environment variables. The mediating effect of obesity on the geographic distribution of diabetes was also examined.,Results,In this population of insured adults\, diabetes was concentrated in south and southeast King County\, with smoothed diabetes prevalence ranging from 6.9% to 21.2%. In spatial regression models\, home value and college education were more strongly associated with diabetes than was household income. For each 50% increase in median home value\, diabetes prevalence was 1.2 percentage points lower. The Modified Retail Food Environment Index was not related to diabetes at the census-tract level. The observed associations between area-based socioeconomic status and diabetes were largely mediated by obesity (home value\, 58%; education\, 47%).,Conclusion,The observed geographic disparities in diabetes among insured adults by census tract point to the importance of area socioeconomic status. Small-area studies can help health professionals design community-based programs for diabetes prevention and control.","Adult,Aged,Bayes Theorem,Censuses,Cluster Analysis,Diabetes Mellitus\, Type 1,Diabetes Mellitus\, Type 2,Electronic Health Records,Female,Food Supply,Health Maintenance Organizations,Healthcare Disparities,Humans,Insurance Coverage,Male,Middle Aged,Obesity,Population Density,Prevalence,Regression Analysis,Small-Area Analysis,Social Class,Spatial Analysis","Adult,Aged,Bayes Theorem,Censuses,Cluster Analysis,Diabetes Mellitus\, Type 1,Diabetes Mellitus\, Type 2,Electronic Health Records,Female,Food Supply,Health Maintenance Organizations,Healthcare Disparities,Humans,Insurance Coverage,Male,Middle Aged,Obesity,Population Density,Prevalence,Regression Analysis,Small-Area Analysis,Social Class,Spatial Analysis",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,0,Strong prevention terms: diabetes prevention | Other prevention terms: obesity
19711,"Independent Association of Waist Circumference With Hypertension and Diabetes in African American Women, South Carolina, 2007–2009",https://stacks.cdc.gov/view/cdc/19711,cdc:19711,"Independent Association of Waist Circumference With Hypertension and Diabetes in African American Women, South Carolina, 2007–2009","Warren\, Tatiana Y.,Wilcox\, Sara,Dowda\, Marsha,Baruth\, Meghan",,May 24 2012,"Introduction,Obesity is associated with hypertension and diabetes\, which are independent risk factors for cardiovascular disease (CVD); 53% of African American women are obese. Of the approximately 44% of African American women who are hypertensive\, more than 87% are overweight or obese. Additionally\, more than twice as many African American women (13.1%) as white women (6.1%) have been diagnosed with type 2 diabetes. Obesity is usually measured using body mass index (BMI). However\, abdominal adiposity may be more predictive of CVD risk than BMI. This study investigates the independent association of waist circumference with hypertension and diabetes in African American women.,Methods,As part of the Faith\, Activity\, and Nutrition (FAN) program\, we recruited 843 African American women (mean age 53.8 y [SD\, 14.1 y]) from African Methodist Episcopal churches. If a participant reported she had hypertension or had measured systolic blood pressure at or higher than 140 mm Hg or measured diastolic blood pressure at or higher than 90 mm Hg\, she was classified as having hypertension. To assess increased health risks associated with waist circumference\, we used the World Health Organization’s standards to categorize waist circumference as normal risk (waist circumference <80 cm)\, increased risk (waist circumference 80–88 cm)\, or substantially increased risk (waist circumference >88 cm). We used logistic regression models to test predictors of hypertension and diabetes.,Results,Of 843 study participants\, 205 had diabetes and 545 were hypertensive. Women with a waist circumference of 88 cm or more were at increased risk for hypertension (odds ratio [OR] = 7.17\, P < .002) and diabetes (OR = 6.99\, P < .001). Associations remained after controlling for all variables (hypertension OR = 5.53\, P < .001; diabetes\, OR = 5.38\, P < .001).,Conclusion,After controlling for all variables\, waist circumference was independently associated with a 5-fold risk in hypertension and diabetes in African American women.","Adult,Black or African American,Aged,Cardiovascular Diseases,Cereals,Community-Based Participatory Research,Cross-Sectional Studies,Diabetes Mellitus\, Type 2,Exercise,Female,Food Habits,Fruit,Health Promotion,Humans,Hypertension,Middle Aged,Obesity,Risk Factors,Self Report,Social Class,Vegetables,Waist Circumference","Adult,Aged,Black or African American,Cardiovascular Diseases,Cereals,Community-Based Participatory Research,Cross-Sectional Studies,Diabetes Mellitus\, Type 2,Exercise,Female,Food Habits,Fruit,Health Promotion,Humans,Hypertension,Middle Aged,Obesity,Risk Factors,Self Report,Social Class,Vegetables,Waist Circumference",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,0,"Other prevention terms: risk factor, obesity, overweight, health promotion"
20205,"Obesity and Diabetes in Jordan: Findings From the Behavioral Risk Factor Surveillance System, 2004",https://stacks.cdc.gov/view/cdc/20205,cdc:20205,"Obesity and Diabetes in Jordan: Findings From the Behavioral Risk Factor Surveillance System, 2004","Walke\, Henry,Mokdad\, Ali H,Zindah\, Meyasser,Belbeisi\, Adel",,Dec 15 2007,"Introduction,Chronic diseases are the leading cause of morbidity and mortality in Jordan. The Jordanian Ministry of Health\, in collaboration with the Centers for Disease Control and Prevention\, established a behavioral risk factor surveillance system to monitor the behavioral risk factors associated with chronic diseases.,Methods,We used a multistage sampling design to select households from which we then randomly selected and interviewed one adult aged 18 years or older. A random subsample of the adults interviewed were then invited to visit the local health clinic\, where we obtained medical measurements\, including blood lipids (low-density lipoprotein\, high-density lipoprotein\, and triglycerides) and fasting blood glucose.,Results,Approximately 9% of the participants in the subsample who underwent medical testing reported having been diagnosed with diabetes previously\, compared with 16.9% diagnosed in our laboratory testing. About 12.3% of the participants were glucose intolerant\, and about 35% were obese. Obesity was significantly associated with diabetes\, high blood pressure\, high cholesterol\, and asthma. Compared with adults of normal weight\, obese adults had an adjusted odds ratio of 3.27 (95% CI\, 1.58–6.76) for diabetes\, 3.69 (95% CI\, 2.13–6.39) for high blood pressure\, 3.45 (95% CI\, 1.68–7.10) for high cholesterol\, and 5.12 (95% CI\, 1.53–17.19) for asthma.,Discussion,Obesity\, poor diet\, and physical inactivity create a major chronic disease burden in Jordan that is likely to increase substantially in the next few years. Our findings argue for establishment of a more preventive orientation in health care and public health systems in Jordan.","Original Research,Adult,Age Distribution,Aged,Behavioral Risk Factor Surveillance System,Comorbidity,Confidence Intervals,Diabetes Mellitus\, Type 2,Female,Health Behavior,Health Promotion,Health Status,Humans,Hypertension,Incidence,Life Style,Logistic Models,Male,Middle Aged,Obesity,Odds Ratio,Primary Prevention,Probability,Risk Assessment,Sex Distribution","Adult,Age Distribution,Aged,Behavioral Risk Factor Surveillance System,Comorbidity,Confidence Intervals,Diabetes Mellitus\, Type 2,Female,Health Behavior,Health Promotion,Health Status,Humans,Hypertension,Incidence,Life Style,Logistic Models,Male,Middle Aged,Obesity,Odds Ratio,Original Research,Primary Prevention,Probability,Risk Assessment,Sex Distribution",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,0,"Other prevention terms: risk factor, diet, obesity, health promotion"
19997,Barriers to Diabetes Self-management Education Programs in Underserved Rural Arkansas: Implications for Program Evaluation,https://stacks.cdc.gov/view/cdc/19997,cdc:19997,Barriers to Diabetes Self-management Education Programs in Underserved Rural Arkansas: Implications for Program Evaluation,"Balamurugan\, Appathurai,Rivera\, Mark,Jack\, Leonard,Morris\, Sharon,Allen\, Kristen",,Dec 15 2005,"Background,Diabetes prevalence has reached epidemic proportions. Diabetes self-management education (DSME) has been shown to improve preventive care practices and clinical outcomes. In this study\, we discuss the barriers faced during the implementation of DSME programs in medically underserved rural areas of Arkansas.,Context,Arkansas is a rural state\, with most southeastern counties experiencing a shortage of health care professionals. The Arkansas Diabetes Prevention and Control Program and its partners established 12 DSME programs in underserved counties with a high prevalence of diabetes.,Methods,DSME programs were delivered by a registered nurse and a dietitian who provided 10 to 13 hours of education to each program participant. Baseline\, 6-month\, and year-end data were collected on preventive care practices\, such as daily blood glucose monitoring\, foot examination\, systolic and diastolic blood pressure\, and glycosylated hemoglobin level\, among the participants in newly established DSME programs.,Consequences,Of the 12 DSME programs established\, 11 received American Diabetes Association recognition. The number of participants in the DSME programs increased 138% in 1 year\, from 308 in February 2003 to 734 in March 2004. Preventive care practices improved: daily blood glucose monitoring increased from 56% to 67% of participants\, and daily foot examinations increased from 63% to 84% of participants. Glycosylated hemoglobin decreased by an average of 0.5 units per participant who completed the program. However\, many anticipated and a few unanticipated barriers during the implementation of the program could not be overcome because of the lack of an evaluation plan.,Interpretation,Although results point to potential benefits of preventive care practices among DSME participants\, interpretation of findings was limited by sample size. Sample size limitations are traced to barriers to assessing program outcome. Program evaluation should be integrated into the planning phase to ensure adequate measures of program effectiveness.","Community Case Study,Adult,Diabetes Mellitus\, Type 1,Diabetes Mellitus\, Type 2,Hospitalization,Humans,Medically Underserved Area,Middle Aged,Patient Education as Topic,Prevalence,Program Evaluation,Rural Health Services,Self Care","Adult,Community Case Study,Diabetes Mellitus\, Type 1,Diabetes Mellitus\, Type 2,Hospitalization,Humans,Medically Underserved Area,Middle Aged,Patient Education as Topic,Prevalence,Program Evaluation,Rural Health Services,Self Care",Preventing Chronic Disease (PCD),,,,,,,eng,Include,5,3,Strong prevention terms: diabetes prevention | Other prevention terms: diet | Established-diabetes terms: self-management
