cdc_id,title,landing_page,PID,metadata_title,authors,publication_date,raw_date,abstract,subjects,keywords,journal,document_type,publisher,publisher_place,rights,rights_statement,download_url,language,screening_status,prevention_score,treatment_score,screening_reason
4092,Development of the Diabetes Indicators and Data Sources Internet Tool (DIDIT),https://stacks.cdc.gov/view/cdc/4092,cdc:4092,Development of the Diabetes Indicators and Data Sources Internet Tool (DIDIT),"Mukhtar\, Qaiser,Mehta\, Prachi,Brody\, Erica R.,Camponeschi\, Jenny,Friedrichs\, Michael,Ralls\, Brenda,Kemple\, Angela M.",,Dec 15 2005,"Developing a Web-based tool that involves the input\, buy-in\, and collaboration of multiple stakeholders and contractors is a complex process. Several elements facilitated the development of the Web-based Diabetes Indicators and Data Sources Internet Tool (DIDIT). The DIDIT is designed to enhance the ability of staff within the state-based Diabetes Prevention and Control Programs (DPCPs) and the Centers for Disease Control and Prevention (CDC) to perform diabetes surveillance. It contains information on 38 diabetes indicators (measures of health or factors associated with health) and 12 national- and state-level data sources. Developing the DIDIT required one contractor to conduct research on content for diabetes indicators and data sources and another contractor to develop the Web-based application to house and manage the information. During 3 years\, a work group composed of representatives from the DPCPs and the Division of Diabetes Translation (DDT) at the CDC guided the development process by 1) gathering information on and communicating the needs of users and their vision for the DIDIT\, 2) reviewing and approving content\, and 3) providing input into the design and system functions. Strong leadership and vision of the project lead\, clear communication and collaboration among all team members\, and a commitment from the management of the DDT were essential elements in developing and implementing the DIDIT. Expertise in diabetes surveillance and software development\, enthusiasm\, and dedication were also instrumental in developing the DIDIT.","Tools and Techniques,Diabetes Mellitus\, Type 2,Focus Groups,Humans,Information Systems,Internet,Population Surveillance,Prevalence","Diabetes Mellitus\, Type 2,Focus Groups,Humans,Information Systems,Internet,Population Surveillance,Prevalence,Tools and Techniques",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,4,0,Strong prevention terms: diabetes prevention
150999,Risk Prediction Score for Chronic Kidney Disease in Healthy Adults and Adults With Type 2 Diabetes: Systematic Review,https://stacks.cdc.gov/view/cdc/150999,cdc:150999,Risk Prediction Score for Chronic Kidney Disease in Healthy Adults and Adults With Type 2 Diabetes: Systematic Review,"González-Rocha\, Alejandra,Colli\, Victor A.,Denova-Gutiérrez\, Edgar",,4 20 2023,"Introduction,Chronic kidney disease (CKD) is an important public health problem. In 2017\, the global prevalence was estimated at 9.1%. Appropriate tools to predict the risk of developing CKD are necessary to prevent its progression. Type 2 diabetes is a leading cause of CKD; screening the population living with the disease is a cost-effective solution to prevent CKD. The aim of our study was to identify the existing prediction scores and their diagnostic accuracy for detecting CKD in apparently healthy populations and populations with type 2 diabetes.,Methods,We conducted an electronic search in databases\, including Medline/PubMed\, Embase\, Health Evidence\, and others. For the inclusion criteria we considered studies with a risk predictive score in healthy populations and populations with type 2 diabetes. We extracted information about the models\, variables\, and diagnostic accuracy\, such as area under the receiver operating characteristic curve (AUC)\, C statistic\, or sensitivity and specificity.,Results,We screened 2\,359 records and included 13 studies for healthy population\, 7 studies for patients with type 2 diabetes\, and 1 for both populations. We identified 12 models for patients with type 2 diabetes; the range of C statistic was from 0.56 to 0.81\, and the range of AUC was from 0.71 to 0.83. For healthy populations\, we identified 36 models with the range of C statistics from 0.65 to 0.91\, and the range of AUC from 0.63 to 0.91.,Conclusion,This review identified models with good discriminatory performance and methodologic quality\, but they need more validation in populations other than those studied. This review did not identify risk models with variables comparable between them to enable conducting a meta-analysis.","Adult,Humans,Diabetes Mellitus\, Type 2,Renal Insufficiency\, Chronic,Risk Factors,ROC Curve","Adult,Diabetes Mellitus\, Type 2,Humans,ROC Curve,Renal Insufficiency\, Chronic,Risk Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,2,"Other prevention terms: risk factor, screening | Established-diabetes terms: chronic kidney disease"
49464,A Diabetic Retinopathy Screening Tool for Low-Income Adults in Mexico,https://stacks.cdc.gov/view/cdc/49464,cdc:49464,A Diabetic Retinopathy Screening Tool for Low-Income Adults in Mexico,"Mendoza-Herrera\, Kenny,Quezada\, Amado D.,Pedroza-Tobías\, Andrea,Hernández-Alcaraz\, Cesar,Fromow-Guerra\, Jans,Barquera\, Simón",,Oct 12 2017,"Introduction,A national diabetic retinopathy screening program does not exist in Mexico as of 2017. Our objective was to develop a screening tool based on a predictive model for early detection of diabetic retinopathy in a low-income population.,Methods,We analyzed biochemical\, clinical\, anthropometric\, and sociodemographic information from 1\,000 adults with diabetes in low-income communities in Mexico (from 11\,468 adults recruited in 2014–2016). A comprehensive ophthalmologic evaluation was performed. We developed the screening tool through the following stages: 1) development of a theoretical predictive model\, 2) performance assessment and validation of the model using cross-validation and the area under the receiver operating characteristic curve (AUC ROC)\, and 3) optimization of cut points for the classification of diabetic retinopathy. We identified points along the AUC ROC that minimized the misclassification cost function and considered various scenarios of misclassification costs and diabetic retinopathy prevalence.,Results,Time since diabetes diagnosis\, high blood glucose levels\, systolic hypertension\, and physical inactivity were considered risk factors in our screening tool. The mean AUC ROC of our model was 0.780 (validation data set). The optimized cut point that best represented our study population (z = −0.640) had a sensitivity of 82.9% and a specificity of 61.9%.,Conclusion,We developed a low-cost and easy-to-apply screening tool to detect people at high risk of diabetic retinopathy in Mexico. Although classification performance of our tool was acceptable (AUC ROC > 0.75)\, error rates (precision) depend on false-negative and false-positive rates. Therefore\, confirmatory assessment of all cases is mandatory.","Aged,Cost-Benefit Analysis,Diabetes Mellitus\, Type 2,Diabetic Retinopathy,Female,Humans,Male,Mass Screening,Middle Aged,Poverty,Predictive Value of Tests,ROC Curve,Risk Factors,Time Factors","Aged,Cost-Benefit Analysis,Diabetes Mellitus\, Type 2,Diabetic Retinopathy,Female,Humans,Male,Mass Screening,Middle Aged,Poverty,Predictive Value of Tests,ROC Curve,Risk Factors,Time Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,4,"Other prevention terms: risk factor, screening | Established-diabetes terms: diabetic retinopathy"
26402,Ohio Primary Health Care Providers’ Practices and Attitudes Regarding Screening Women With Prior Gestational Diabetes for Type 2 Diabetes Mellitus — 2010,https://stacks.cdc.gov/view/cdc/26402,cdc:26402,Ohio Primary Health Care Providers’ Practices and Attitudes Regarding Screening Women With Prior Gestational Diabetes for Type 2 Diabetes Mellitus — 2010,"Rodgers\, Loren,Conrey\, Elizabeth J.,Wapner\, Andrew,Ko\, Jean Y.,Dietz\, Patricia M.,Oza-Frank\, Reena",,Dec 04 2014,"Introduction,Gestational diabetes mellitus (GDM) is associated with a 7-fold increased lifetime risk for developing type 2 diabetes mellitus. Early diagnosis of type 2 diabetes is crucial for preventing complications. Despite recommendations for type 2 diabetes screening every 1 to 3 years for women with previous diagnoses of GDM and all women aged 45 years or older\, screening prevalence is unknown. We sought to assess Ohio primary health care providers’ practices and attitudes regarding assessing GDM history and risk for progression to type 2 diabetes.,Methods,During 2010\, we mailed surveys to 1\,400 randomly selected Ohio family physicians and internal medicine physicians; we conducted analyses during 2011–2013. Overall responses were weighted to adjust for stratified sampling. Chi-square tests compared categorical variables.,Results,Overall response rate was 34% (380 eligible responses). Among all respondents\, 57% reported that all new female patients in their practices are routinely asked about GDM history; 62% reported screening women aged 45 years or younger with prior GDM every 1 to 3 years for glucose intolerance; and 42% reported that screening for type 2 diabetes among women with prior GDM is a high or very high priority in their practice.,Conclusion,Because knowing a patient’s GDM history is the critical first step in the prevention of progression to type 2 diabetes for women who had GDM\, suboptimal screening for both GDM history and subsequent glucose abnormalities demonstrates missed opportunities for identifying and counseling women with increased risk for type 2 diabetes.","Original Research,Adult,Diabetes Mellitus\, Type 2,Diabetes\, Gestational,Female,Glucose Intolerance,Health Personnel,Humans,Pregnancy,Risk Factors","Adult,Diabetes Mellitus\, Type 2,Diabetes\, Gestational,Female,Glucose Intolerance,Health Personnel,Humans,Original Research,Pregnancy,Risk Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,0,"Other prevention terms: risk factor, screening"
26132,"Trends in Diabetes and Cardiometabolic Conditions in a Canadian First Nation Community, 2002–2003 to 2011–2012",https://stacks.cdc.gov/view/cdc/26132,cdc:26132,"Trends in Diabetes and Cardiometabolic Conditions in a Canadian First Nation Community, 2002–2003 to 2011–2012","Riediger\, Natalie D.,Lix\, Lisa M.,Lukianchuk\, Virginia,Bruce\, Sharon",,Nov 13 2014,"Introduction,The burden of diabetes and cardiovascular disease among the Canadian First Nation population is disproportionately high compared with the general Canadian population. Continuous monitoring of the diabetes epidemic among the Canadian First Nations population is necessary to inform public health practice. The purpose of the study was to compare the prevalence of diabetes and cardiometabolic conditions in a Manitoba First Nation between 2 periods.,Methods,Study data were from 2 diabetes screening studies in Sandy Bay Ojibway First Nation in Manitoba\, collected in 2002–2003 and 2011–2012. All adults aged 18 years or older were invited to participate in both studies. Crude and sex- and age-standardized prevalence of diabetes and cardiometabolic conditions for each period were estimated and compared with each other by using χ2 tests.,Results,Sex- and age-standardized prevalence of diabetes was estimated at 39.4% (95% confidence interval [CI]\, 35.1–43.8) in 2002–2003 and was not significantly different (P = .99) in 2011–2012. Sex- and age-standardized obesity prevalence was significantly lower in 2011–2012\, at 48.7% (95% CI\, 44.6–52.7)\, compared with 60.8% (95% CI\, 56.4–65.2) in 2002–2003 (P < .001). However\, this finding was accounted for by a lower prevalence of obesity among men aged 40 to 49 and aged 50 years or older in 2011–2012 compared with 2002–2003. Sex- and age-standardized prevalence of hypertension (P = .97)\, abdominal obesity (P = .26)\, dyslipidemia (P = .73)\, and metabolic syndrome (P = .67) were not significantly different between periods. Significantly higher crude prevalence of obesity\, abdominal obesity\, dyslipidemia\, and metabolic syndrome among women compared with men persisted from 2002–2003 to 2011–2012.,Conclusion,The diabetes epidemic remains a serious problem in this First Nation community. The gap in cardiometabolic burden between men and women has also persisted.","Aging,American Indian or Alaska Native,Diabetes Mellitus\, Type 2,Female,Humans,Hypertension,Male,Middle Aged,Obesity,Prevalence,Time Factors","Aging,American Indian or Alaska Native,Diabetes Mellitus\, Type 2,Female,Humans,Hypertension,Male,Middle Aged,Obesity,Prevalence,Time Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,0,"Other prevention terms: obesity, screening"
23491,A Self-Management Intervention for African Americans With Comorbid Diabetes and Hypertension: A Pilot Randomized Controlled Trial,https://stacks.cdc.gov/view/cdc/23491,cdc:23491,A Self-Management Intervention for African Americans With Comorbid Diabetes and Hypertension: A Pilot Randomized Controlled Trial,"Lynch\, Elizabeth B.,Liebman\, Rebecca,Ventrelle\, Jennifer,Avery\, Elizabeth F.,Richardson\, DeJuran",,May 29 2014,"Introduction,The objective of this pilot 6-month randomized controlled trial was to determine the effectiveness of an intensive\, community-based\, group intervention that focused on diet\, physical activity\, and peer support for reducing weight among urban-dwelling African Americans with comorbid type 2 diabetes and hypertension.,Methods,Sixty-one participants were randomized into an intervention or control group. The 6-month intervention consisted of 18 group sessions led by a dietitian in a community setting and weekly telephone calls from a peer supporter. The intervention featured culturally tailored nutrition education\, behavioral skills training\, and social support focused on changes to diet and physical activity. The control group consisted of two 3-hour group sessions of diabetes self-management education taught by a community health worker. Outcome measures were assessed at baseline and 6 months. The primary outcome was achievement of a 5% weight reduction at 6 months. A secondary outcome was achievement of a 0.5 percentage-point reduction in hemoglobin A1c (HbA1c).,Results,Groups did not differ in achievement of the weight-loss goal. Intervention participants lost a mean of 2.8 kg (P = .01); control participants did not lose a significant amount of weight. A greater proportion of intervention (50.0%) than control (21.4%) participants reduced HbA1c by 0.5 percentage points or more at 6 months (P = .03).,Conclusion,The intervention was more effective than usual care (short-term diabetes education) at improving glycemic control\, but not weight\, in low-income African Americans with comorbid diabetes and hypertension. A community-based 6-month group class with culturally tailored education\, behavioral skills training\, and peer support can lead to a clinically significant reduction in HbA1c.","Adult,Black or African American/psychology,Black or African American,Body Mass Index,Comorbidity,Diabetes Mellitus\, Type 2,Diabetes Mellitus\, Type 2/ethnology,Exercise/psychology,Female,Food Preferences,Food Preferences/ethnology,Glycated Hemoglobin,Health Behavior,Humans,Hypertension,Hypertension/ethnology,Life Style,Male,Middle Aged,Nutritional Sciences,Outcome Assessment\, Health Care,Patient Education as Topic,Pilot Projects,Self Care","Adult,Black or African American,Black or African American/psychology,Body Mass Index,Comorbidity,Diabetes Mellitus\, Type 2,Diabetes Mellitus\, Type 2/ethnology,Exercise/psychology,Female,Food Preferences,Food Preferences/ethnology,Glycated Hemoglobin,Health Behavior,Humans,Hypertension,Hypertension/ethnology,Life Style,Male,Middle Aged,Nutritional Sciences,Outcome Assessment\, Health Care,Patient Education as Topic,Pilot Projects,Self Care",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,6,"Other prevention terms: physical activity, diet | Established-diabetes terms: self-management, glycemic control"
19714,Lasting Effects of a 2-Year Diabetes Self-Management Support Intervention: Outcomes at 1-Year Follow-Up,https://stacks.cdc.gov/view/cdc/19714,cdc:19714,Lasting Effects of a 2-Year Diabetes Self-Management Support Intervention: Outcomes at 1-Year Follow-Up,"Tang\, Tricia S.,Funnell\, Martha M.,Oh\, Mary",,Jun 07 2012,"Introduction,Diabetes-related health improvements achieved from self-management education interventions are not sustained long-term. We examined the health effects at 1 year follow-up of a 2-year\, empowerment-based\, diabetes self-management support intervention designed for African Americans.,Methods,We collected data from 52 African American adults with type 2 diabetes who completed the 3-year study. The intervention consisted of weekly groups led by 2 health care professionals and emphasized experiential learning\, emotional coping\, problem solving\, goal setting\, and action planning; group discussion was guided by participant-identified self-management priorities and concerns. Measurements were taken at baseline\, 24 months (postintervention)\, and 36 months (1 year follow-up) to assess glycemic control; weight; body mass index; serum cholesterol\, high-density lipoprotein cholesterol\, and low-density lipoprotein cholesterol levels; systolic and diastolic blood pressure; self-care behaviors; diabetes-specific quality of life; and diabetes empowerment.,Results,Following the 2-year diabetes self-management support intervention\, we found significant improvements for following a healthy diet (P = .03)\, spacing carbohydrates evenly across the day (P = .005)\, using insulin as recommended (P = .047)\, and achieving diabetes-specific quality of life (P = .02). At 1-year follow-up\, not only did participants sustain the behavioral improvements made in the 2-year diabetes self-management support intervention\, but they also demonstrated additional improvements in glycemic control (P < .001) and in serum cholesterol (P < .001) and low-density lipoprotein cholesterol levels (P = .001).,Conclusion,Participation in an empowerment-based diabetes self-management support intervention may have a positive and enduring effect on self-care behaviors and on metabolic and cardiovascular health.","Adult,Black or African American,Aged,Blood Glucose Self-Monitoring,Cholesterol,Diabetes Mellitus\, Type 2,Female,Follow-Up Studies,Health Knowledge\, Attitudes\, Practice,Health Promotion,Humans,Male,Middle Aged,Patient Education as Topic,Power (Psychology),Problem Solving,Quality of Life,Questionnaires,Self Care,Treatment Outcome","Adult,Aged,Black or African American,Blood Glucose Self-Monitoring,Cholesterol,Diabetes Mellitus\, Type 2,Female,Follow-Up Studies,Health Knowledge\, Attitudes\, Practice,Health Promotion,Humans,Male,Middle Aged,Patient Education as Topic,Power (Psychology),Problem Solving,Quality of Life,Questionnaires,Self Care,Treatment Outcome",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,6,"Other prevention terms: diet, health promotion | Established-diabetes terms: self-management, glycemic control"
19744,Cost-Effectiveness Analysis of a Community Health Worker Intervention for Low-Income Hispanic Adults with Diabetes,https://stacks.cdc.gov/view/cdc/19744,cdc:19744,Cost-Effectiveness Analysis of a Community Health Worker Intervention for Low-Income Hispanic Adults with Diabetes,"Brown\, H. Shelton,Wilson\, Kimberly J.,Pagán\, José A.,Arcari\, Christine M.,Martinez\, Martha,Smith\, Kirk,Reininger\, Belinda",,2012,"Introduction,The objective of our study was to estimate the long-term cost-effectiveness of a lifestyle modification program led by community health workers (CHWs) for low-income Hispanic adults with type 2 diabetes.,Methods,We forecasted disease outcomes\, quality-adjusted life years (QALYs) gained\, and lifetime costs associated with attaining different hemoglobin A1c (A1c) levels. Outcomes were projected 20 years into the future and discounted at a 3.0% rate. Sensitivity analyses were conducted to assess the extent to which our results were dependent on assumptions related to program effectiveness\, projected years\, discount rates\, and costs.,Results,The incremental cost-effectiveness ratio of the intervention ranged from $10\,995 to $33\,319 per QALY gained when compared with usual care. The intervention was particularly cost-effective for adults with high glycemic levels (A1c > 9%). The results are robust to changes in multiple parameters.,Conclusion,The CHW program was cost-effective. This study adds to the evidence that culturally sensitive lifestyle modification programs to control diabetes can be a cost-effective way to improve health among Hispanics with diabetes\, particularly among those with high A1c levels.","Adolescent,Adult,Community Health Workers,Cost-Benefit Analysis,Diabetes Mellitus,Diabetes Mellitus\, Type 2,Female,Health Promotion,Health Resources,Hispanic or Latino,Humans,Life Style,Male,Middle Aged,Patient Education as Topic,Poverty,Program Development,Quality-Adjusted Life Years,Self Care,Socioeconomic Factors","Adolescent,Adult,Community Health Workers,Cost-Benefit Analysis,Diabetes Mellitus,Diabetes Mellitus\, Type 2,Female,Health Promotion,Health Resources,Hispanic or Latino,Humans,Life Style,Male,Middle Aged,Patient Education as Topic,Poverty,Program Development,Quality-Adjusted Life Years,Self Care,Socioeconomic Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,0,"Other prevention terms: health promotion, lifestyle"
20487,"Identifying Populations at High Risk for Diabetes With the Behavioral Risk Factor Surveillance System, Rhode Island, 2003",https://stacks.cdc.gov/view/cdc/20487,cdc:20487,"Identifying Populations at High Risk for Diabetes With the Behavioral Risk Factor Surveillance System, Rhode Island, 2003","Wojcik\, Kathryn,Gjelsvik\, Annie,Goldman\, Dona",,Jun 15 2010,"Introduction,We evaluated the feasibility of applying a previously validated diabetes risk score (DRS) to state-based surveillance data from the Behavioral Risk Factor Surveillance System (BRFSS) to assess population risk for developing type 2 diabetes or having undiagnosed type 2 diabetes.,Methods,We conducted a cross-sectional analysis of 1\,969 adults aged 30 to 60 years who self-reported never having been diagnosed with diabetes. The Danish DRS was applied to the 2003 Rhode Island BRFSS data by using 6 categorical variables: age\, sex\, body mass index\, known hypertension\, leisure-time physical activity\, and family history of diabetes. The DRS was the sum of these individual scores\, which ranged from 0 to 60; a score of 31 or more was considered high-risk.,Results,We found that 436 study participants\, representing 23% of Rhode Island adults aged 30 to 60 years\, had a high DRS. In the final model\, adults with at least some college education were 43% less likely to have a high DRS\, compared to adults with a high school diploma. Adults with no health insurance were 54% more likely to have a high DRS compared with insured adults.,Conclusion,By adding a family history question in odd years to correspond to the hypertension module in the BRFSS\, routinely available state-level surveys can be used with a DRS to monitor populations at high risk for developing type 2 diabetes. In Rhode Island\, almost one-fourth of adults aged 30 to 60 years were at high risk for having undiagnosed diabetes or developing diabetes. Adults with lower education and without health insurance were at highest risk.","Adult,Behavioral Risk Factor Surveillance System,Diabetes Mellitus\, Type 2,Feasibility Studies,Female,Health Status Indicators,Humans,Hypertension,Male,Middle Aged,Population Surveillance,Prevalence,Risk Factors","Adult,Behavioral Risk Factor Surveillance System,Diabetes Mellitus\, Type 2,Feasibility Studies,Female,Health Status Indicators,Humans,Hypertension,Male,Middle Aged,Population Surveillance,Prevalence,Risk Factors",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,0,"Other prevention terms: risk factor, physical activity"
20068,A Church-based Diabetes Self-management Education Program for African Americans With Type 2 Diabetes,https://stacks.cdc.gov/view/cdc/20068,cdc:20068,A Church-based Diabetes Self-management Education Program for African Americans With Type 2 Diabetes,"Samuel-Hodge\, Carmen D.,Keyserling\, Thomas C.,France\, Renaé.,Ingram\, Allyson F.,Johnston\, Larry F.,Pullen Davis\, Lisa,Davis\, Gwen,Cole\, Anne S.",,Jun 15 2006,"Introduction,Diabetes self-management education interventions in community gathering places have been moderately effective\, but very few studies of intervention effectiveness have been conducted among African Americans with type 2 diabetes. This paper describes a church-based diabetes self-management education intervention for African Americans\, a randomized controlled trial to evaluate the intervention\, and baseline characteristics of study participants.,Methods,A New DAWN: Diabetes Awareness & Wellness Network was conducted among 24 churches of varying size in North Carolina. Each church recruited congregants with type 2 diabetes and designated a diabetes advisor\, or peer counselor\, to be part of the intervention team. Participants were enrolled at each church and randomized as a unit to either the special intervention or the minimal intervention. The special intervention included one individual counseling visit\, twelve group sessions\, three postcard messages from the participant's diabetes care provider\, and twelve monthly telephone calls from a diabetes advisor. Baseline data included measures of weight\, hemoglobin A1c\, blood pressure\, physical activity\, dietary and diabetes self-care practices\, and psychosocial factors. The study to evaluate the intervention (from enrollment visit to last follow-up) began in February 2001 and ended in August 2003.,Results,Twenty-four churches (with 201 total participants) were randomized. Sixty-four percent of the participants were women. On average\, the participants were aged 59 years and sedentary. They had an average of 12 years of education\, had been diagnosed with diabetes for 9 years\, had a body mass index of 35\, had a hemoglobin A1c level of 7.8%\, and had a reported dietary intake of 39% of calories from fat.,Conclusion,A New DAWN is a culturally sensitive\, church-based diabetes self-management education program for African Americans with type 2 diabetes that is being evaluated for effectiveness in a randomized controlled trial. The outcomes of A New DAWN will contribute to the literature on community-based interventions for minority populations and help to inform the selection of approaches to improve diabetes care in this population.","Black or African American,Diabetes Mellitus\, Type 2,Humans,Middle Aged,Patient Education as Topic,Randomized Controlled Trials as Topic,Self Care","Black or African American,Diabetes Mellitus\, Type 2,Humans,Middle Aged,Patient Education as Topic,Randomized Controlled Trials as Topic,Self Care",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,3,5,"Other prevention terms: physical activity, diet | Established-diabetes terms: self-management, diabetes care"
151020,Development and Evaluation of the Delivery-Based HEALED Produce Rx Program for Uninsured Patients With Diabetes in Rural Eastern North Carolina,https://stacks.cdc.gov/view/cdc/151020,cdc:151020,Development and Evaluation of the Delivery-Based HEALED Produce Rx Program for Uninsured Patients With Diabetes in Rural Eastern North Carolina,"Sastre\, Lauren R.,Stroud\, Brandon,Smith\, Elisa,Hendrix\, Khadijah,McBride\, Olivia",,6 22 2023,"Produce prescription (PRx) programs have emerged as a preventive treatment to subsidize the cost of fruits and vegetables for people with lower income and have shown promise in improving diet quality and diabetes-related health outcomes (eg\, glycated hemoglobin A|). Researchers from the Department of Nutrition Science at East Carolina University worked with the Wayne Action Teams for Community Health (WATCH) Clinic\, a safety-net clinic in rural Eastern North Carolina\, and a local research farm to develop a PRx program for rural patients with type 2 diabetes and no health insurance. Preliminary patient surveys identified high levels of interest in a PRx program and a desire for recipes to accompany the produce. Formative evaluation results via telephone interviews with eligible patients identified transportation barriers to participation and the desire for complementary nutrition education and culinary resources. These results led to a delivery-based PRx program implemented from June through November 2021. Patients received weekly home delivery of an average of 4.7 pounds of fruits and vegetables and complementary nutrition and health education materials and culinary resources (cookbook\, recipes). The level of patient satisfaction with the program was high; the reported level of consumption of produce\, including unfamiliar produce\, was high; educational resources were associated with increased knowledge and motivation to make healthful lifestyle changes\, and glycemic control significantly improved. Ensuring that patients have a voice in the design and implementation of PRx programs is crucial to success. Ongoing use of rigorous formative and process evaluations can ensure appropriateness\, use\, and a positive effect of PRx programs\, and they are needed to establish best practices for implementation.","Humans,Diabetes Mellitus\, Type 2,Medically Uninsured,Diet,Health Education,Vegetables","Diabetes Mellitus\, Type 2,Diet,Health Education,Humans,Medically Uninsured,Vegetables",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,2,3,"Other prevention terms: diet, lifestyle | Established-diabetes terms: glycemic control"
150995,"“Make Stories That Will Always Be There”: Eagle Books’ Appeal, Sustainability, and Contributions to Public Health, 2006–2022",https://stacks.cdc.gov/view/cdc/150995,cdc:150995,"“Make Stories That Will Always Be There”: Eagle Books’ Appeal, Sustainability, and Contributions to Public Health, 2006–2022","Satterfield\, Dawn,DeBruyn\, Lemyra,Lofton\, Teresa,Francis\, Carolee Dodge,Zoumenou\, Virginie,DeCora\, Lorelei,Wesner\, Chelsea",,4 13 2023,"Purpose and Objectives,We aimed to determine why the Eagle Books\, an illustrated series for American Indian and Alaska Native (AIAN) children to address type 2 diabetes\, remain viable long after their release. We sought to answer 2 questions: Why did the books maintain popularity? What factors have sustained them?,Intervention Approach,Type 2 diabetes burgeoned in the US after World War II\, compounding a long legacy of injustices for AIAN peoples. By the 1980s\, their rates soared above those of White people. Concerned for future generations\, Tribal Leaders suggested that the Centers for Disease Control and Prevention and Indian Health Service use traditional storytelling to teach children about staying healthy. Public health interventions are most effective when culture and history are integrated into health education\, particularly stories to address a relatively new disease for AIAN peoples.,Evaluation Methods,From 2008 through 2013\, we conducted a case study among 8 tribal communities to evaluate the uptake of the Eagle Books across Indian Country. To understand the Eagle Books’ sustained appeal\, in 2022 we reanalyzed the original case study themes and analyzed for the first time themes that emerged from evaluation results in the Eagle Books’ program literature. These were programs that had independently evaluated their use of the Eagle Books and published their findings.,Results,Outcomes demonstrated continuous application of the Eagle Books in diverse community interventions\, influencing children's healthy choices. Community implementers described sustainability components\, such as the books’ versatility\, flexibility of use\, and availability online and in print.,Implications for Public Health,Historical\, social\, economic\, and environmental health determinants intersect with biological and behavioral factors to weave a complex web of causation for type 2 diabetes\, beginning early in life. Compelling\, colorful stories reflecting traditional wisdom and respect for Western and Indigenous science — through the eyes of a wise eagle\, a clever rabbit\, a tricky coyote\, and kids in T-shirts and sneakers — can positively influence community health.","Humans,Books,Diabetes Mellitus\, Type 2,Public Health,American Indian or Alaska Native","American Indian or Alaska Native,Books,Diabetes Mellitus\, Type 2,Humans,Public Health",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,2,0,Other prevention terms: community intervention
84978,Evidence-Based Interventions for High Blood Pressure and Glycemic Control Among Illinois Health Systems,https://stacks.cdc.gov/view/cdc/84978,cdc:84978,Evidence-Based Interventions for High Blood Pressure and Glycemic Control Among Illinois Health Systems,"Price\, Janae D.,Jayaprakash\, Manasi,McKay\, Cristina M.,Amerson\, Nancy L.,Jimenez\, Paula L.,Barbour\, Kamil E.,Cunningham\, Timothy J.",,January 23 2020,"Introduction,Evidence-based interventions (referral\, team-based care\, self-management\, and self-monitoring) for chronic disease management are well documented and widely used by Federally Qualified Health Centers (FQHCs). However\, how these interventions are implemented varies substantially.,Methods,The Illinois Health Information Systems Survey was deployed to 49 FQHCs. Responses were grouped into 4 distinct policies\, systems\, and processes (P/S/P) categories: internal policies/workflows\, huddles (brief meetings)\, electronic health record alerts/tracking tools\, and case manager/coordinator interaction. Responses were then direct-matched to the 2016 Health Resources and Services and Administration Uniform Data System clinical quality indicator (QI) percent scores. Descriptive statistics were generated and level of significance (P < .05) was tested for hypertension and type 2 diabetes mellitus.,Results,The total number of P/S/Ps in place for hypertension ranged from 0 to 13 (mean\, 6.9) and 0 to 8 for diabetes (mean\, 5.1). Meeting or exceeding the national mean QI percent score for controlled blood pressure (62.4%) was significant among FQHCs with 9 or more P/S/Ps compared with those with 8 or fewer P/S/Ps. A positive association in clinical QI percent score was found among organizations that had 3 or more P/S/Ps (for all 4 intervention areas)\, although none were significant.,Conclusion,An assessment of the types of P/S/Ps used to implement evidence-based interventions for hypertension and diabetes management is a first in Illinois. Initial results support some relationship between the number of P/S/Ps implemented and clinical QI percent score for both hypertension and diabetes.","Blood Pressure,Diabetes Mellitus\, Type 2,Evidence-Based Medicine,Glycated Hemoglobin A,Glycemic Control,Humans,Hypertension,Safety-net Providers,Surveys and Questionnaires","Blood Pressure,Diabetes Mellitus\, Type 2,Evidence-Based Medicine,Glycated Hemoglobin A,Glycemic Control,Humans,Hypertension,Safety-net Providers,Surveys and Questionnaires",Preventing Chronic Disease (PCD),,,,,,,eng,Maybe,2,9,"Other prevention terms: referral | Established-diabetes terms: diabetes management, self-management, glycemic control"
